#nch:  1024 id=     1      E in detector (MeV)                                             
#      x          content      error    
  0.264111E+01 0.490000E+03 0.221359E+02
  0.264990E+01 0.499000E+03 0.223383E+02
  0.265869E+01 0.539000E+03 0.232164E+02
  0.266748E+01 0.459000E+03 0.214243E+02
  0.267627E+01 0.625000E+03 0.250000E+02
  0.268506E+01 0.683000E+03 0.261343E+02
  0.269385E+01 0.467000E+03 0.216102E+02
  0.270264E+01 0.453000E+03 0.212838E+02
  0.271143E+01 0.632000E+03 0.251396E+02
  0.272021E+01 0.749000E+03 0.273679E+02
  0.272900E+01 0.671000E+03 0.259037E+02
  0.273779E+01 0.640000E+03 0.252982E+02
  0.274658E+01 0.623000E+03 0.249600E+02
  0.275537E+01 0.800000E+03 0.282843E+02
  0.276416E+01 0.749000E+03 0.273679E+02
  0.277295E+01 0.591000E+03 0.243105E+02
  0.278174E+01 0.523000E+03 0.228692E+02
  0.279053E+01 0.507000E+03 0.225167E+02
  0.279932E+01 0.532000E+03 0.230651E+02
  0.280811E+01 0.677000E+03 0.260192E+02
  0.281689E+01 0.494000E+03 0.222261E+02
  0.282568E+01 0.363000E+03 0.190526E+02
  0.283447E+01 0.419000E+03 0.204695E+02
  0.284326E+01 0.604000E+03 0.245764E+02
  0.285205E+01 0.649000E+03 0.254755E+02
  0.286084E+01 0.453000E+03 0.212838E+02
  0.286963E+01 0.427000E+03 0.206640E+02
  0.287842E+01 0.393000E+03 0.198242E+02
  0.288721E+01 0.570000E+03 0.238747E+02
  0.289600E+01 0.505000E+03 0.224722E+02
  0.290479E+01 0.484000E+03 0.220000E+02
  0.291357E+01 0.446000E+03 0.211187E+02
  0.292236E+01 0.493000E+03 0.222036E+02
  0.293115E+01 0.466000E+03 0.215870E+02
  0.293994E+01 0.757000E+03 0.275136E+02
  0.294873E+01 0.596000E+03 0.244131E+02
  0.295752E+01 0.535000E+03 0.231301E+02
  0.296631E+01 0.580000E+03 0.240832E+02
  0.297510E+01 0.650000E+03 0.254951E+02
  0.298389E+01 0.781000E+03 0.279464E+02
  0.299268E+01 0.536000E+03 0.231517E+02
  0.300146E+01 0.496000E+03 0.222711E+02
  0.301025E+01 0.480000E+03 0.219089E+02
  0.301904E+01 0.639000E+03 0.252784E+02
  0.302783E+01 0.531000E+03 0.230434E+02
  0.303662E+01 0.493000E+03 0.222036E+02
  0.304541E+01 0.488000E+03 0.220907E+02
  0.305420E+01 0.467000E+03 0.216102E+02
